Vehicle_Index,Maintenance_Probability,Vehicle_Health_Score,Health_Status,Priority,Recommended_Action,Recommendation,Risk_Level,Priority_Rank
16793,0.9886,1.14,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
19917,0.9886,1.14,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
19347,0.9884,1.16,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
241,0.9883,1.17,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
1186,0.9883,1.17,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
20538,0.9883,1.17,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
7,0.9882,1.18,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
744,0.9882,1.18,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
10899,0.9882,1.18,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
14491,0.9881,1.19,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
16452,0.9881,1.19,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
6218,0.9879,1.21,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
8568,0.9879,1.21,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
16135,0.9879,1.21,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
21264,0.9879,1.21,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
14363,0.9878,1.22,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
15869,0.9878,1.22,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
3663,0.9877,1.23,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
5470,0.9876,1.24,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
12557,0.9876,1.24,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
20433,0.9876,1.24,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
22658,0.9875,1.25,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
6129,0.9874,1.26,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
11068,0.9874,1.26,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
13554,0.9874,1.26,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
21150,0.9873,1.27,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
1034,0.9872,1.28,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
2140,0.987,1.3,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
14105,0.987,1.3,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
15186,0.987,1.3,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
17482,0.987,1.3,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
11185,0.9869,1.31,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
7560,0.9868,1.32,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
526,0.9867,1.33,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
6388,0.9867,1.33,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
11201,0.9867,1.33,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
14773,0.9867,1.33,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
17577,0.9866,1.34,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
7895,0.9865,1.35,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
16094,0.9863,1.37,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
20822,0.9863,1.37,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
21696,0.9863,1.37,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
23615,0.9863,1.37,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
