Vehicle_Index,Actual_Need_Maintenance,Predicted_Need_Maintenance,Maintenance_Probability,Vehicle_Health_Score,Health_Status
725,1,0,0.3477,65.23,Good
726,0,0,0.1264,87.36,Excellent
727,1,1,0.8883,11.17,Critical
728,1,1,0.7425,25.75,Poor
729,1,1,0.9072,9.28,Critical
730,0,0,0.0887,91.13,Excellent
731,0,0,0.1038,89.62,Excellent
732,1,1,0.8786,12.14,Critical
733,1,1,0.639,36.1,Poor
734,1,1,0.7544,24.56,Poor
735,0,0,0.1696,83.04,Excellent
736,1,1,0.9679,3.21,Critical
737,1,1,0.9506,4.94,Critical
738,1,1,0.9559,4.41,Critical
739,1,1,0.5469,45.31,Fair
740,0,0,0.1526,84.74,Excellent
741,0,0,0.2623,73.77,Good
742,0,0,0.0654,93.46,Excellent
743,0,0,0.0902,90.98,Excellent
744,1,1,0.9882,1.18,Critical
745,0,0,0.3007,69.93,Good
746,0,0,0.1213,87.87,Excellent
747,1,1,0.9263,7.37,Critical
748,1,1,0.9409,5.91,Critical
749,1,1,0.8935,10.65,Critical
750,1,1,0.9276,7.24,Critical
751,1,1,0.9456,5.44,Critical
752,0,0,0.2619,73.81,Good
753,0,0,0.1311,86.89,Excellent
754,1,1,0.6108,38.92,Poor
755,1,1,0.9139,8.61,Critical
756,0,0,0.203,79.7,Good
757,0,0,0.2341,76.59,Good
758,0,0,0.0878,91.22,Excellent
759,1,1,0.9549,4.51,Critical
760,0,0,0.2121,78.79,Good
761,0,0,0.1752,82.48,Excellent
762,1,1,0.8536,14.64,Critical
763,1,1,0.7257,27.43,Poor
764,1,1,0.7702,22.98,Poor
765,1,1,0.9852,1.48,Critical
766,1,1,0.8868,11.32,Critical
767,1,1,0.927,7.3,Critical
768,0,0,0.179,82.1,Excellent
769,1,1,0.9182,8.18,Critical
770,0,0,0.0478,95.22,Excellent
771,0,0,0.2499,75.01,Good
772,1,1,0.7136,28.64,Poor
773,0,0,0.0919,90.81,Excellent
774,1,1,0.7322,26.78,Poor
775,0,0,0.3278,67.22,Good
776,0,0,0.1099,89.01,Excellent
777,0,0,0.0658,93.42,Excellent
778,0,0,0.0857,91.43,Excellent
779,1,1,0.889,11.1,Critical
780,1,0,0.4392,56.08,Fair
781,1,1,0.8165,18.35,Critical
782,1,0,0.4965,50.35,Fair
783,0,0,0.1102,88.98,Excellent
784,1,1,0.7583,24.17,Poor
785,0,0,0.2905,70.95,Good
786,1,1,0.805,19.5,Critical
787,1,1,0.9413,5.87,Critical
788,1,1,0.9914,0.86,Critical
789,1,1,0.9044,9.56,Critical
790,0,0,0.1168,88.32,Excellent
791,1,1,0.7382,26.18,Poor
792,1,1,0.816,18.4,Critical
793,1,1,0.7884,21.16,Poor
794,1,1,0.7313,26.87,Poor
795,0,0,0.1614,83.86,Excellent
796,1,1,0.8057,19.43,Critical
797,1,1,0.9835,1.65,Critical
798,1,1,0.8806,11.94,Critical
799,1,1,0.9299,7.01,Critical
800,0,0,0.1054,89.46,Excellent
801,0,0,0.3357,66.43,Good
802,0,0,0.0907,90.93,Excellent
803,0,0,0.1733,82.67,Excellent
804,1,1,0.7938,20.62,Poor
805,0,0,0.155,84.5,Excellent
806,0,0,0.3058,69.42,Good
807,1,1,0.9042,9.58,Critical
808,1,1,0.7731,22.69,Poor
809,0,0,0.3174,68.26,Good
810,1,1,0.8679,13.21,Critical
811,0,0,0.2723,72.77,Good
812,1,1,0.7928,20.72,Poor
813,1,1,0.9624,3.76,Critical
814,1,1,0.8157,18.43,Critical
815,1,0,0.4906,50.94,Fair
816,1,1,0.8864,11.36,Critical
817,1,1,0.8591,14.09,Critical
818,0,0,0.2502,74.98,Good
819,1,1,0.6979,30.21,Poor
820,0,0,0.0428,95.72,Excellent
821,0,0,0.2741,72.59,Good
822,0,0,0.1052,89.48,Excellent
823,1,1,0.9843,1.57,Critical
824,1,1,0.7959,20.41,Poor
825,0,0,0.122,87.8,Excellent
826,1,1,0.8743,12.57,Critical
827,1,1,0.9352,6.48,Critical
828,1,1,0.8653,13.47,Critical
829,0,0,0.1135,88.65,Excellent
830,1,1,0.7993,20.07,Poor
831,1,1,0.9781,2.19,Critical
832,0,0,0.1766,82.34,Excellent
833,1,1,0.9039,9.61,Critical
834,1,1,0.6602,33.98,Poor
835,1,1,0.9268,7.32,Critical
836,0,0,0.1771,82.29,Excellent
837,0,0,0.0728,92.72,Excellent
838,1,0,0.2419,75.81,Good
839,0,0,0.0637,93.63,Excellent
840,0,0,0.0632,93.68,Excellent
841,0,0,0.1263,87.37,Excellent
842,1,1,0.8634,13.66,Critical
843,1,1,0.7549,24.51,Poor
844,0,0,0.1047,89.53,Excellent
845,0,0,0.3294,67.06,Good
846,1,1,0.8024,19.76,Critical
847,0,0,0.081,91.9,Excellent
848,0,0,0.0794,92.06,Excellent
849,1,1,0.8918,10.82,Critical
850,0,0,0.0846,91.54,Excellent
851,0,0,0.0791,92.09,Excellent
852,0,0,0.1665,83.35,Excellent
853,0,0,0.2596,74.04,Good
854,1,1,0.8554,14.46,Critical
855,1,1,0.8417,15.83,Critical
856,0,0,0.0781,92.19,Excellent
857,0,0,0.1406,85.94,Excellent
858,0,0,0.0725,92.75,Excellent
859,0,0,0.0939,90.61,Excellent
860,0,0,0.1092,89.08,Excellent
861,0,0,0.0665,93.35,Excellent
862,1,1,0.7019,29.81,Poor
863,1,1,0.8542,14.58,Critical
864,0,0,0.0902,90.98,Excellent
865,0,0,0.2204,77.96,Good
866,0,0,0.1166,88.34,Excellent
867,0,0,0.1403,85.97,Excellent
868,1,1,0.7917,20.83,Poor
869,1,1,0.8568,14.32,Critical
870,0,0,0.0899,91.01,Excellent
871,0,0,0.1668,83.32,Excellent
872,0,0,0.0976,90.24,Excellent
873,0,0,0.051,94.9,Excellent
874,1,1,0.6941,30.59,Poor
875,1,1,0.9699,3.01,Critical
876,1,0,0.435,56.5,Fair
877,0,0,0.0794,92.06,Excellent
878,0,0,0.3125,68.75,Good
879,0,0,0.2488,75.12,Good
880,0,0,0.1884,81.16,Excellent
881,1,1,0.8231,17.69,Critical
882,1,1,0.9708,2.92,Critical
883,1,1,0.513,48.7,Fair
884,1,1,0.6958,30.42,Poor
885,0,0,0.1895,81.05,Excellent
886,1,1,0.8804,11.96,Critical
887,1,1,0.7823,21.77,Poor
888,0,0,0.1163,88.37,Excellent
889,0,0,0.0671,93.29,Excellent
890,0,0,0.0665,93.35,Excellent
891,1,1,0.8443,15.57,Critical
892,0,0,0.1676,83.24,Excellent
893,1,1,0.7884,21.16,Poor
894,1,1,0.7985,20.15,Poor
895,0,1,0.6051,39.49,Poor
896,0,0,0.1444,85.56,Excellent
897,1,1,0.869,13.1,Critical
898,1,1,0.9017,9.83,Critical
899,1,1,0.7482,25.18,Poor
900,1,1,0.6048,39.52,Poor
901,1,1,0.9188,8.12,Critical
902,0,0,0.0788,92.12,Excellent
903,1,1,0.8022,19.78,Critical
904,0,0,0.21,79.0,Good
905,0,0,0.0794,92.06,Excellent
906,1,1,0.9845,1.55,Critical
907,1,1,0.9658,3.42,Critical
908,0,0,0.3217,67.83,Good
909,0,0,0.2736,72.64,Good
910,1,0,0.2281,77.19,Good
911,0,0,0.1325,86.75,Excellent
912,1,1,0.9035,9.65,Critical
913,0,0,0.1244,87.56,Excellent
914,0,0,0.1185,88.15,Excellent
915,0,0,0.0899,91.01,Excellent
916,1,1,0.8225,17.75,Critical
917,1,1,0.5993,40.07,Fair
918,0,0,0.1201,87.99,Excellent
919,0,0,0.2467,75.33,Good
920,0,0,0.1259,87.41,Excellent
921,1,1,0.8135,18.65,Critical
922,1,1,0.7331,26.69,Poor
923,1,1,0.7071,29.29,Poor
924,1,1,0.8663,13.37,Critical
925,0,0,0.157,84.3,Excellent
926,1,1,0.898,10.2,Critical
927,0,0,0.0352,96.48,Excellent
928,1,1,0.6087,39.13,Poor
929,0,0,0.3425,65.75,Good
930,1,0,0.4847,51.53,Fair
931,1,1,0.92,8.0,Critical
932,1,1,0.9172,8.28,Critical
933,0,0,0.4608,53.92,Fair
934,1,1,0.9362,6.38,Critical
935,0,0,0.1517,84.83,Excellent
936,0,0,0.1385,86.15,Excellent
937,1,1,0.8118,18.82,Critical
938,1,1,0.8092,19.08,Critical
939,0,0,0.0487,95.13,Excellent
940,1,1,0.9488,5.12,Critical
941,1,1,0.6252,37.48,Poor
942,0,0,0.1227,87.73,Excellent
943,0,0,0.3944,60.56,Good
944,0,0,0.0616,93.84,Excellent
945,0,0,0.2558,74.42,Good
946,1,1,0.5957,40.43,Fair
947,1,1,0.5663,43.37,Fair
948,1,1,0.8721,12.79,Critical
949,1,1,0.7001,29.99,Poor
950,0,0,0.068,93.2,Excellent
951,1,1,0.5029,49.71,Fair
952,1,1,0.9111,8.89,Critical
953,0,0,0.0606,93.94,Excellent
954,0,0,0.2287,77.13,Good
955,1,1,0.7287,27.13,Poor
956,1,1,0.9912,0.88,Critical
957,1,1,0.8595,14.05,Critical
958,0,0,0.1069,89.31,Excellent
959,1,1,0.9467,5.33,Critical
960,1,1,0.9237,7.63,Critical
961,1,1,0.719,28.1,Poor
962,0,0,0.1424,85.76,Excellent
963,1,1,0.9056,9.44,Critical
964,1,1,0.9346,6.54,Critical
965,0,0,0.037,96.3,Excellent
966,1,1,0.7184,28.16,Poor
967,1,1,0.667,33.3,Poor
968,0,0,0.0994,90.06,Excellent
969,1,1,0.9566,4.34,Critical
970,1,1,0.8359,16.41,Critical
971,0,0,0.0905,90.95,Excellent
972,0,0,0.1153,88.47,Excellent
973,0,0,0.0986,90.14,Excellent
974,0,0,0.2265,77.35,Good
975,1,1,0.9643,3.57,Critical
976,0,0,0.0734,92.66,Excellent
977,1,1,0.8534,14.66,Critical
978,0,0,0.1043,89.57,Excellent
979,1,1,0.9202,7.98,Critical
980,0,0,0.0691,93.09,Excellent
981,0,0,0.0759,92.41,Excellent
982,1,1,0.6851,31.49,Poor
983,0,0,0.0746,92.54,Excellent
984,0,0,0.1551,84.49,Excellent
985,1,1,0.9132,8.68,Critical
986,1,1,0.9078,9.22,Critical
987,0,0,0.067,93.3,Excellent
988,0,0,0.0943,90.57,Excellent
989,1,1,0.9077,9.23,Critical
990,1,1,0.8753,12.47,Critical
991,0,0,0.1112,88.88,Excellent
992,1,1,0.9134,8.66,Critical
993,0,0,0.0767,92.33,Excellent
994,0,0,0.292,70.8,Good
995,0,0,0.0949,90.51,Excellent
996,0,0,0.376,62.4,Good
997,1,0,0.3333,66.67,Good
998,1,1,0.6403,35.97,Poor
999,0,0,0.0918,90.82,Excellent
1000,0,0,0.1621,83.79,Excellent
1001,0,0,0.1301,86.99,Excellent
1002,1,1,0.5975,40.25,Fair
1003,1,1,0.948,5.2,Critical
1004,0,0,0.1766,82.34,Excellent
1005,1,1,0.993,0.7,Critical
1006,1,1,0.7868,21.32,Poor
1007,0,0,0.0865,91.35,Excellent
1008,1,0,0.4544,54.56,Fair
1009,1,1,0.9355,6.45,Critical
1010,0,0,0.0573,94.27,Excellent
1011,1,1,0.9187,8.13,Critical
1012,1,1,0.8959,10.41,Critical
1013,0,0,0.1611,83.89,Excellent
1014,1,1,0.8296,17.04,Critical
1015,1,1,0.6584,34.16,Poor
1016,0,0,0.157,84.3,Excellent
1017,0,0,0.1857,81.43,Excellent
1018,0,0,0.4543,54.57,Fair
1019,0,0,0.1117,88.83,Excellent
1020,1,1,0.9774,2.26,Critical
1021,1,1,0.5809,41.91,Fair
1022,1,1,0.8391,16.09,Critical
1023,1,1,0.8993,10.07,Critical
1024,1,1,0.5608,43.92,Fair
1025,0,0,0.2303,76.97,Good
1026,1,1,0.8899,11.01,Critical
1027,0,0,0.063,93.7,Excellent
1028,0,0,0.1186,88.14,Excellent
1029,0,0,0.3809,61.91,Good
1030,0,0,0.119,88.1,Excellent
1031,1,1,0.9244,7.56,Critical
1032,0,0,0.0773,92.27,Excellent
1033,0,0,0.1577,84.23,Excellent
1034,1,1,0.9872,1.28,Critical
1035,1,1,0.7575,24.25,Poor
1036,1,1,0.8455,15.45,Critical
1037,0,0,0.4742,52.58,Fair
1038,1,1,0.8162,18.38,Critical
1039,1,1,0.9329,6.71,Critical
1040,0,0,0.1988,80.12,Excellent
1041,1,1,0.6215,37.85,Poor
1042,0,0,0.0874,91.26,Excellent
1043,1,1,0.9315,6.85,Critical
1044,0,0,0.2036,79.64,Good
1045,0,0,0.0629,93.71,Excellent
1046,0,0,0.1869,81.31,Excellent
1047,1,1,0.7599,24.01,Poor
1048,1,1,0.8475,15.25,Critical
1049,1,1,0.9055,9.45,Critical
1050,1,1,0.5968,40.32,Fair
1051,1,1,0.8662,13.38,Critical
1052,0,0,0.1206,87.94,Excellent
1053,0,0,0.2504,74.96,Good
1054,0,0,0.0865,91.35,Excellent
1055,1,1,0.8377,16.23,Critical
1056,1,1,0.8819,11.81,Critical
1057,1,1,0.929,7.1,Critical
1058,1,1,0.7886,21.14,Poor
1059,1,1,0.8832,11.68,Critical
1060,1,1,0.7404,25.96,Poor
1061,1,1,0.6465,35.35,Poor
1062,0,0,0.3219,67.81,Good
1063,0,0,0.0991,90.09,Excellent
1064,1,1,0.638,36.2,Poor
1065,0,0,0.0721,92.79,Excellent
1066,1,1,0.9319,6.81,Critical
1067,1,1,0.8588,14.12,Critical
1068,1,1,0.9117,8.83,Critical
1069,1,1,0.7707,22.93,Poor
1070,1,1,0.8649,13.51,Critical
1071,0,0,0.3426,65.74,Good
1072,1,1,0.8839,11.61,Critical
1073,0,0,0.0824,91.76,Excellent
1074,0,0,0.0595,94.05,Excellent
1075,1,1,0.7001,29.99,Poor
1076,0,0,0.0984,90.16,Excellent
1077,0,0,0.0806,91.94,Excellent
1078,1,1,0.9817,1.83,Critical
1079,1,1,0.7739,22.61,Poor
1080,1,1,0.9697,3.03,Critical
1081,0,0,0.1178,88.22,Excellent
1082,1,1,0.8089,19.11,Critical
1083,1,1,0.7389,26.11,Poor
1084,0,0,0.06,94.0,Excellent
1085,1,1,0.9916,0.84,Critical
1086,1,1,0.828,17.2,Critical
1087,1,1,0.9753,2.47,Critical
1088,0,1,0.5242,47.58,Fair
1089,0,0,0.215,78.5,Good
1090,1,1,0.9657,3.43,Critical
1091,1,1,0.9204,7.96,Critical
1092,1,1,0.9269,7.31,Critical
1093,0,0,0.0863,91.37,Excellent
1094,1,1,0.7841,21.59,Poor
1095,1,1,0.9901,0.99,Critical
1096,0,0,0.3921,60.79,Good
1097,1,1,0.8416,15.84,Critical
1098,0,0,0.0671,93.29,Excellent
1099,1,1,0.9826,1.74,Critical
1100,0,0,0.0965,90.35,Excellent
1101,0,0,0.113,88.7,Excellent
1102,0,0,0.0855,91.45,Excellent
1103,0,0,0.0874,91.26,Excellent
1104,0,0,0.2653,73.47,Good
1105,1,1,0.9541,4.59,Critical
1106,0,0,0.1111,88.89,Excellent
1107,0,0,0.2242,77.58,Good
1108,0,0,0.1624,83.76,Excellent
1109,1,1,0.9097,9.03,Critical
1110,1,1,0.9598,4.02,Critical
1111,1,1,0.9239,7.61,Critical
1112,1,1,0.8859,11.41,Critical
1113,0,0,0.1537,84.63,Excellent
1114,1,1,0.7804,21.96,Poor
1115,1,1,0.8321,16.79,Critical
1116,1,1,0.9362,6.38,Critical
1117,0,0,0.099,90.1,Excellent
1118,1,1,0.5364,46.36,Fair
1119,1,1,0.9155,8.45,Critical
1120,0,0,0.2171,78.29,Good
1121,0,0,0.1081,89.19,Excellent
1122,1,1,0.7915,20.85,Poor
1123,0,0,0.1419,85.81,Excellent
1124,0,0,0.0731,92.69,Excellent
1125,1,1,0.8909,10.91,Critical
1126,1,1,0.8503,14.97,Critical
1127,1,1,0.9239,7.61,Critical
1128,1,1,0.961,3.9,Critical
1129,1,1,0.6976,30.24,Poor
1130,1,1,0.7654,23.46,Poor
1131,0,0,0.0865,91.35,Excellent
1132,0,0,0.0931,90.69,Excellent
1133,0,0,0.0521,94.79,Excellent
1134,0,0,0.1177,88.23,Excellent
1135,1,1,0.9367,6.33,Critical
1136,0,0,0.1431,85.69,Excellent
1137,1,0,0.4576,54.24,Fair
1138,0,0,0.0743,92.57,Excellent
1139,1,1,0.8296,17.04,Critical
1140,1,1,0.9288,7.12,Critical
1141,0,0,0.088,91.2,Excellent
1142,1,1,0.8135,18.65,Critical
1143,1,1,0.9179,8.21,Critical
1144,0,0,0.1143,88.57,Excellent
1145,1,1,0.835,16.5,Critical
1146,0,0,0.166,83.4,Excellent
1147,1,1,0.8521,14.79,Critical
1148,0,0,0.1113,88.87,Excellent
1149,0,0,0.091,90.9,Excellent
1150,0,0,0.1093,89.07,Excellent
1151,0,0,0.2379,76.21,Good
1152,0,0,0.1062,89.38,Excellent
1153,0,0,0.3158,68.42,Good
1154,0,0,0.214,78.6,Good
1155,1,1,0.8043,19.57,Critical
1156,1,1,0.9291,7.09,Critical
1157,1,1,0.6276,37.24,Poor
1158,1,1,0.9096,9.04,Critical
1159,0,0,0.2505,74.95,Good
1160,1,1,0.9648,3.52,Critical
1161,1,1,0.7486,25.14,Poor
1162,0,0,0.2449,75.51,Good
1163,0,0,0.0816,91.84,Excellent
1164,0,0,0.2243,77.57,Good
1165,1,1,0.8107,18.93,Critical
1166,0,0,0.0557,94.43,Excellent
1167,0,0,0.0422,95.78,Excellent
1168,1,1,0.9069,9.31,Critical
1169,0,0,0.0787,92.13,Excellent
1170,1,1,0.7597,24.03,Poor
1171,0,0,0.1775,82.25,Excellent
1172,1,1,0.8703,12.97,Critical
1173,1,1,0.7822,21.78,Poor
1174,0,0,0.0955,90.45,Excellent
1175,0,0,0.1198,88.02,Excellent
1176,0,0,0.1336,86.64,Excellent
1177,0,0,0.2501,74.99,Good
1178,0,0,0.0768,92.32,Excellent
1179,1,1,0.9196,8.04,Critical
1180,0,0,0.2573,74.27,Good
1181,0,0,0.0871,91.29,Excellent
1182,1,1,0.5817,41.83,Fair
1183,1,1,0.9666,3.34,Critical
1184,0,0,0.0511,94.89,Excellent
1185,0,0,0.116,88.4,Excellent
1186,1,1,0.9883,1.17,Critical
1187,0,0,0.1124,88.76,Excellent
1188,1,1,0.9464,5.36,Critical
1189,0,0,0.2608,73.92,Good
1190,0,0,0.2759,72.41,Good
1191,0,0,0.1527,84.73,Excellent
1192,0,0,0.1047,89.53,Excellent
1193,1,1,0.7567,24.33,Poor
1194,1,1,0.6816,31.84,Poor
1195,0,0,0.1239,87.61,Excellent
1196,0,0,0.1142,88.58,Excellent
1197,0,0,0.2787,72.13,Good
1198,1,1,0.8548,14.52,Critical
1199,1,1,0.9087,9.13,Critical
1200,1,1,0.9248,7.52,Critical
1201,1,1,0.8317,16.83,Critical
1202,1,1,0.968,3.2,Critical
1203,1,1,0.6419,35.81,Poor
1204,0,0,0.1483,85.17,Excellent
1205,1,1,0.9038,9.62,Critical
1206,1,1,0.7327,26.73,Poor
1207,0,0,0.1048,89.52,Excellent
1208,0,0,0.3072,69.28,Good
1209,1,1,0.5149,48.51,Fair
1210,1,1,0.9317,6.83,Critical
1211,0,0,0.1415,85.85,Excellent
1212,1,1,0.8045,19.55,Critical
1213,1,1,0.809,19.1,Critical
1214,1,1,0.9337,6.63,Critical
1215,0,0,0.1474,85.26,Excellent
1216,0,0,0.1411,85.89,Excellent
1217,0,0,0.2708,72.92,Good
1218,0,0,0.2249,77.51,Good
1219,1,1,0.9923,0.77,Critical
1220,0,0,0.0766,92.34,Excellent
1221,0,0,0.4337,56.63,Fair
1222,0,0,0.087,91.3,Excellent
1223,0,0,0.066,93.4,Excellent
1224,1,1,0.8825,11.75,Critical
1225,0,0,0.0924,90.76,Excellent
1226,0,0,0.278,72.2,Good
1227,0,0,0.0806,91.94,Excellent
1228,1,1,0.9658,3.42,Critical
1229,1,1,0.8463,15.37,Critical
1230,0,0,0.2401,75.99,Good
1231,1,1,0.8561,14.39,Critical
1232,0,0,0.1225,87.75,Excellent
1233,0,0,0.1261,87.39,Excellent
1234,0,0,0.1657,83.43,Excellent
1235,0,0,0.0885,91.15,Excellent
1236,0,0,0.0723,92.77,Excellent
1237,0,0,0.0778,92.22,Excellent
1238,1,1,0.8586,14.14,Critical
1239,1,1,0.735,26.5,Poor
1240,1,1,0.9518,4.82,Critical
1241,0,0,0.0834,91.66,Excellent
1242,1,1,0.8538,14.62,Critical
1243,0,0,0.3705,62.95,Good
1244,0,0,0.1491,85.09,Excellent
1245,0,0,0.0882,91.18,Excellent
1246,1,1,0.9717,2.83,Critical
1247,1,1,0.9656,3.44,Critical
1248,1,1,0.5867,41.33,Fair
1249,1,1,0.7828,21.72,Poor
1250,0,0,0.148,85.2,Excellent
1251,0,0,0.0983,90.17,Excellent
1252,0,0,0.2205,77.95,Good
1253,1,1,0.9051,9.49,Critical
1254,0,0,0.1922,80.78,Excellent
1255,1,1,0.9104,8.96,Critical
1256,1,1,0.8091,19.09,Critical
1257,1,1,0.9837,1.63,Critical
1258,0,0,0.1708,82.92,Excellent
1259,1,1,0.8845,11.55,Critical
1260,0,0,0.2081,79.19,Good
1261,0,0,0.2427,75.73,Good
1262,1,1,0.755,24.5,Poor
1263,1,1,0.8941,10.59,Critical
1264,0,0,0.0936,90.64,Excellent
1265,0,0,0.2495,75.05,Good
1266,1,1,0.5217,47.83,Fair
1267,0,0,0.0948,90.52,Excellent
1268,1,1,0.9899,1.01,Critical
1269,0,0,0.2176,78.24,Good
1270,1,1,0.7867,21.33,Poor
1271,1,1,0.9118,8.82,Critical
1272,0,0,0.0903,90.97,Excellent
1273,1,1,0.9701,2.99,Critical
1274,1,1,0.6985,30.15,Poor
1275,1,1,0.7549,24.51,Poor
1276,1,1,0.7856,21.44,Poor
1277,0,0,0.0519,94.81,Excellent
1278,1,1,0.9028,9.72,Critical
1279,1,1,0.7691,23.09,Poor
1280,0,0,0.2533,74.67,Good
1281,0,0,0.1817,81.83,Excellent
1282,0,0,0.1085,89.15,Excellent
1283,0,0,0.0892,91.08,Excellent
1284,1,1,0.6775,32.25,Poor
1285,0,0,0.1135,88.65,Excellent
1286,1,1,0.5675,43.25,Fair
1287,0,0,0.1641,83.59,Excellent
1288,1,1,0.7122,28.78,Poor
1289,0,0,0.1611,83.89,Excellent
1290,0,0,0.0877,91.23,Excellent
1291,0,0,0.0753,92.47,Excellent
1292,1,1,0.9047,9.53,Critical
1293,1,0,0.4168,58.32,Fair
1294,1,1,0.9517,4.83,Critical
1295,0,0,0.1077,89.23,Excellent
1296,0,0,0.1588,84.12,Excellent
1297,0,0,0.0488,95.12,Excellent
1298,1,1,0.6018,39.82,Poor
1299,0,0,0.1252,87.48,Excellent
1300,1,1,0.5105,48.95,Fair
1301,1,1,0.8512,14.88,Critical
1302,0,0,0.3625,63.75,Good
1303,1,1,0.925,7.5,Critical
1304,1,1,0.968,3.2,Critical
1305,0,0,0.4274,57.26,Fair
1306,1,1,0.9438,5.62,Critical
1307,0,0,0.3168,68.32,Good
1308,1,1,0.8629,13.71,Critical
1309,1,1,0.7952,20.48,Poor
1310,1,1,0.8363,16.37,Critical
1311,0,0,0.1131,88.69,Excellent
1312,1,1,0.8924,10.76,Critical
1313,1,1,0.887,11.3,Critical
1314,0,0,0.1186,88.14,Excellent
1315,1,1,0.9439,5.61,Critical
1316,0,0,0.1693,83.07,Excellent
1317,1,1,0.8093,19.07,Critical
1318,0,0,0.0981,90.19,Excellent
1319,0,0,0.1245,87.55,Excellent
1320,1,1,0.6552,34.48,Poor
1321,1,1,0.8997,10.03,Critical
1322,0,0,0.105,89.5,Excellent
1323,0,0,0.2918,70.82,Good
1324,0,0,0.2658,73.42,Good
1325,0,0,0.1477,85.23,Excellent
1326,0,0,0.0727,92.73,Excellent
1327,1,1,0.9268,7.32,Critical
1328,1,1,0.8052,19.48,Critical
1329,0,0,0.2347,76.53,Good
1330,1,1,0.9159,8.41,Critical
1331,0,0,0.316,68.4,Good
1332,1,1,0.8013,19.87,Critical
1333,0,0,0.0743,92.57,Excellent
1334,1,1,0.8838,11.62,Critical
1335,0,0,0.1327,86.73,Excellent
1336,0,0,0.1165,88.35,Excellent
1337,0,0,0.0892,91.08,Excellent
1338,0,0,0.1218,87.82,Excellent
1339,1,1,0.8834,11.66,Critical
1340,1,1,0.9163,8.37,Critical
1341,1,1,0.9616,3.84,Critical
1342,0,0,0.158,84.2,Excellent
1343,0,0,0.2484,75.16,Good
1344,1,1,0.8043,19.57,Critical
1345,1,1,0.9058,9.42,Critical
1346,1,1,0.8856,11.44,Critical
1347,0,0,0.1553,84.47,Excellent
1348,0,0,0.1726,82.74,Excellent
1349,1,1,0.7385,26.15,Poor
1350,0,0,0.0694,93.06,Excellent
1351,0,0,0.1637,83.63,Excellent
1352,1,1,0.8764,12.36,Critical
1353,0,0,0.1672,83.28,Excellent
1354,0,0,0.2903,70.97,Good
1355,1,1,0.8594,14.06,Critical
1356,0,0,0.1626,83.74,Excellent
1357,0,0,0.1111,88.89,Excellent
1358,0,0,0.1781,82.19,Excellent
1359,1,1,0.9478,5.22,Critical
1360,1,0,0.4427,55.73,Fair
1361,1,1,0.9391,6.09,Critical
1362,0,0,0.0683,93.17,Excellent
1363,0,0,0.1272,87.28,Excellent
1364,0,0,0.2767,72.33,Good
1365,1,1,0.683,31.7,Poor
1366,1,1,0.9745,2.55,Critical
1367,1,1,0.9793,2.07,Critical
1368,0,0,0.0895,91.05,Excellent
1369,0,0,0.1206,87.94,Excellent
1370,1,1,0.8574,14.26,Critical
1371,0,0,0.1328,86.72,Excellent
1372,1,0,0.4568,54.32,Fair
1373,0,0,0.2271,77.29,Good
1374,1,1,0.8016,19.84,Critical
1375,0,0,0.064,93.6,Excellent
1376,1,1,0.9319,6.81,Critical
1377,0,0,0.1033,89.67,Excellent
1378,0,0,0.1138,88.62,Excellent
1379,0,0,0.1209,87.91,Excellent
1380,1,1,0.8041,19.59,Critical
1381,1,1,0.8627,13.73,Critical
1382,1,1,0.5096,49.04,Fair
1383,1,0,0.4682,53.18,Fair
1384,0,1,0.6175,38.25,Poor
1385,0,0,0.0732,92.68,Excellent
1386,0,0,0.2069,79.31,Good
1387,0,1,0.5229,47.71,Fair
1388,1,1,0.9409,5.91,Critical
1389,1,1,0.8892,11.08,Critical
1390,1,1,0.6637,33.63,Poor
1391,1,1,0.9588,4.12,Critical
1392,1,1,0.5254,47.46,Fair
1393,0,0,0.2729,72.71,Good
1394,0,0,0.231,76.9,Good
1395,0,0,0.3726,62.74,Good
1396,0,0,0.1066,89.34,Excellent
1397,1,1,0.9495,5.05,Critical
1398,1,1,0.851,14.9,Critical
1399,0,0,0.1598,84.02,Excellent
1400,0,0,0.1364,86.36,Excellent
1401,0,0,0.1401,85.99,Excellent
1402,1,1,0.8427,15.73,Critical
1403,0,0,0.2131,78.69,Good
1404,0,0,0.0551,94.49,Excellent
1405,1,1,0.787,21.3,Poor
1406,0,0,0.246,75.4,Good
1407,1,1,0.9807,1.93,Critical
1408,0,0,0.1989,80.11,Excellent
1409,1,1,0.874,12.6,Critical
1410,0,0,0.1555,84.45,Excellent
1411,0,0,0.129,87.1,Excellent
1412,1,1,0.6985,30.15,Poor
1413,0,0,0.0643,93.57,Excellent
1414,0,0,0.1088,89.12,Excellent
1415,0,0,0.3292,67.08,Good
1416,1,1,0.9155,8.45,Critical
1417,0,0,0.0937,90.63,Excellent
1418,1,1,0.904,9.6,Critical
1419,1,0,0.4812,51.88,Fair
1420,1,1,0.9108,8.92,Critical
1421,0,0,0.1254,87.46,Excellent
1422,1,1,0.8628,13.72,Critical
1423,1,1,0.9305,6.95,Critical
1424,1,1,0.9256,7.44,Critical
1425,0,0,0.1926,80.74,Excellent
1426,0,0,0.1846,81.54,Excellent
1427,1,1,0.8436,15.64,Critical
1428,1,1,0.8997,10.03,Critical
1429,0,0,0.0865,91.35,Excellent
